index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
519,10023,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,37 patients,al_pn-7
205,20008,fairbanks memorial hospital,1650 cowles street,suite 101,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,84%,115 patients,ak_hf-4
508,20015,mat-su regional medical center,2500 s woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616862,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,surgery patients on a beta blocker prior to arrival who received a beta blocker during the perioperative period,96%,87 patients,ak_scip-vte-2
712,10035,choctaw general hospital,401 vanity fair avenue,empty,empty,butler,al,36904,choctaw,2054594285,acute care hospitals,government - local,yes,heart failure,hf-4,heart failure patients given discharge instructions,78%,43 patients,al_hf-4
337,10023,mizell memorial hospital,702 north main street,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,government - local,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,90%,107 patients,al_scip-inf-1
918,10049,j paul jones hospital,317 magnolia avenue,empty,empty,camden,al,36726,wilcox,3346824131,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,19 patients,al_ami-8a
342,20026,alaska native medical center,4315 diplomasy drive,suite 450,empty,anchorage,ak,99508,anchorage,9077293300,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,34 patients,ak_amix8a
512,30012,peach regional medical center,1960 west highway 341,empty,empty,fort valley,ga,31030,peach,4788258691,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,18 patients,ga_ami-7a
726,40017,asante three rivers medical center,500 sw ramsey avenue,empty,empty,grants pass,or,97527,josephine,5414727000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,45 patients,or_pn-6
122,20039,alaska native medical center,4315 diplomac drive,suite 100,empty,anchorage,ak,99508,anchorage,9075637651,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,140 patients,ak_hf-1
544,30014,casa grande regional medical center,1800 east florence boulevard,empty,empty,casa grande,az,85122,pinal,5203816300,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients who received antithrombotic therapy by end of hospital day 2,79%,65 patients,az_st-6
707,40019,baptist health medical center - heber springs,1800 by-pass road,empty,empty,heber springs,ar,72543,cleburne,5018873000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,74%,20 patients,ar_amix8a
322,20028,anchorage community mental health services,4020 folker street,suite 6,empty,anchorage,ak,99508,anchorage,9075631000,psychiatric hospitals,voluntary non-profit - private,yes,mental health care,mh-1,mental health care patients assessed and given flu vaccination,88%,45 patients,ak_mh-1
567,30013,banner lassen medical center,1800 spring ridge drive,empty,empty,susanville,ca,96130,lassen,5302522000,acute care hospitals,proprietary,yes,stroke care,stroke-2,stroke patients assessed for rehabilitation,78%,38 patients,ca_stroke-2
741,40021,brighton rehabilitation and wellness center,833 east winding hill road,empty,empty,york,pa,17402,york,7177410961,critical access hospitals,proprietary,yes,rehabilitation care,rehab-3,rehabilitation care patients assessed for mobility,95%,20 patients,pa_rehab-3
234,20039,north alabama medical center,1701 veterans drive,suite a,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,120 patients,al_hf-1
511,30022,baptist health medical center - heber springs,1800 by-pass,empty,empty,heber springs,ar,72543,cleburne,5018873000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,ar_ami-8a
712,40012,southern regional medical center,11 upper riverdale road sw,empty,empty,riverdale,ga,30274,clayton,7709918000,acute care hospitals,proprietary,yes,pneumonia,pn-5,pneumonia patients given oxygen saturation assessment,91%,65 patients,ga_pn-5
234,20031,st. john's medical center,123 main street,suite 200,empty,jacksonville,fl,32256,duval,9045557890,general medical and surgical hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,100 patients,fl_hf-1
782,10037,cullman regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,93%,150 patients,al_ami-8b
124,20032,fairbanks memorial hospital,1650 cowles street,suite 28,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,89%,45 patients,ak_ami-8b
321,30012,flagstaff medical center,1200 north beaver street,building 3,room 102,flagstaff,az,86001,coconino,9287732211,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,150 patients,az_scip-inf-1
544,40025,baxter regional medical center,624 hospital drive,suite 10,empty,mountain home,ar,72653,baxter,8705081000,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,30 patients,ar_ami-7a
122,20009,fairbanks memorial hospital,1650 cowles street,suite c,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,140 patients,ak_hf-3
555,30025,baptist health medical center - heber springs,1800 bypass,empty,empty,heber springs,ar,72543,cleburne,5018873000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,45 patients,ar_ami-8a
238,30019,st. john's regional medical center,1105 west fremont street,suite 110,empty,stockton,ca,95203,san joaquin,2099432000,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,78%,132 patients,ca_hf-1
573,40027,sunset hospital,800 main street,suite 201,building c,phoenix,az,85007,maricopa,6025551234,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients who received statin medication at discharge,95%,45 patients,az_st-6
342,20023,fairbanks memorial hospital,1650 cowles street,suite 103,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given fibrinolytic medication within 30 minutes of arrival,79%,45 patients,ak_ami-8b
575,10024,dekalb regional medical center,200 medical center drive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),88%,102 patients,al_hf-1
209,40012,tuba city regional health care corporation,167 north main street,po box 600,empty,tuba city,az,86045,coconino,9282832501,acute care hospitals,government - local,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,75%,63 patients,az_pn-8
372,20003,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,78%,45 patients,ak_ami-8b
521,10024,andalusia regional hospital,849 south 3 notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,32 patients,al_ami-7a
721,10035,baptist medical center south,2105 east south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,42 patients,al_amix8a
535,10023,tanner medical center east alabama,747 south 8th street,empty,empty,opelika,al,36801,lee,3347493411,acute care hospitals,government - local,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,16 patients,al_ami-7a
302,10021,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,79%,45 patients,al_ami-8b
517,10023,athens-limestone hospital,700 west market street,empty,empty,athens,al,35611,limestone,2562339292,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,88%,132 patients,al_hf-1
315,20031,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,74%,41 patients,ak_ami-8b
522,30022,saint joseph's hospital,350 west thomas road,empty,empty,phoenix,az,85013,maricopa,6024063000,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-4,surgery patients with hair removed with a clipper,83%,124 patients,az_scip-inf-4
302,10022,baptist medical center south,2105 east south boulevard,suite 301,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,120 patients,al_hf-3
507,10028,andalusia regional hospital,849 south three notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietory,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,88%,95 patients,al_pn-3b
721,10036,citizens baptist medical center,604 stone avenue,empty,empty,talladega,al,35160,talladega,2564014000,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,81%,40 patients,al_amix8a
374,10023,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,al_amix8a
550,10025,prattville baptist hospital,124 south memorial drive,empty,empty,prattville,al,36067,autauga,3343650651,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,91%,82 patients,al_hf-1
712,10035,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,31 patients,al_ami-7a
357,10023,baptist medical center east,400 taylor road,suite 101,empty,montgomery,al,36117,montgomery,3342734450,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,48 patients,al_ami-8b
