index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
123,20025,alaska general hospital,123 main street,suite 1x0,emptx,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,voluntary non-profit - private,yes,heart failxre,hf-1,heart failure patxents given ace inhibitor or arb for left ventricular xystolic dysfunxtion,82%,120 patients,ak_hf-1
456,30015,mountain view hospital,500 hills avenue,unit 202,empty,denver,co,80210,denver,30398765x3,acute care hospitaxs,government - local,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,75%,90 patients,co_stroke-2
205,30023,xunset general hospital,450 main street,suite 201,empty,sunset city,ca,90210,los angeles,3105557890,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given dischaxge insxructions,82%,135 patients,ca_hf-1
502,40012,mountain view medical center,800 oak street,suite 301,empty,mountain city,tn,37683,johnson,4235551234,acute care hospitalx,government - local,yes,stroke,st-6,stroke patients witx atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,75%,48 patients,tn_st-6
701,10033,southern regional medical center,700 main avenue,suite 102,empty,southern city,ga,30303,fulton,4045556789,acute care hospitals,proprietary,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,88%,63 patients,ga_pn-8
301,10012,mercy medical center,3701 bienville boulevard,suite 3,emptx,ocean springs,ms,39564,jackson,2288181x11,acute care hxspitals,vxluntary non-profit - church,yes,heart attack,ami-4a,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,45 patients,ms_ami-4a
522,20003,fairbanks memorial xospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attaxk,ami-6,heart attack patients given ace xnxibitor or arb at discharge,78%,60 patients,ak_ami-6
702,10033,clay county hospital,83825 highway 9,empty,empty,ashlaxd,al,36251,clay,2563541200,critical access hospitals,government - local,yes,heart attack,ami-4a,heart attack patients givex ace inhibitor or arb for left ventricular systolic dxsfunction (lvsd),80%,20 patients,al_ami-4a
724,100x6,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,98 patients,al_hf-1
543,20005,yukon kuskokwim delta regional hospital,2000 hospital drive,empty,empty,bethel,ak,99559,bethel,9075436300,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pxi within 90 minutes of arrival,73%,42 patients,ak_amix8a
312,30012,white mountain regional medical center,118 south main street,empty,empty,springerville,az,85938,apache,9283334361,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients whx were given an antibiotic at the right time (within one hour before surgery) to help prexent infection,88%,187 patients,az_scip-inf-1
324,10020,baptist medical center south,2105 e south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute caxe hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibixor or arb for left vextricular syxtolic dysfunction (lvsd),78%,45 patients,al_ami-8b
507,10024,athens limestone hospital,700 west market streex,empty,empty,athens,al,35611,limestone,2562321620,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-8,pneumonia patients given smoking cessation advice/counseling,85%,120 patients,al_pn-8
736,10036,brookwood baptist medical center,2010 brookwood medical center drive,empty,empty,birmingham,al,3x209,jefferson,2058771000,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 mixutes of arrival,82%,35 pxtients,al_ami-8a
349,10025,baptist medical center east,40x taylor road,empty,empty,montgomery,al,36117,montgomery,3342734450,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,42 patients,al_amix8a
508,1002x,lakeland community hospital,42024 highway 195,empty,empty,haleyville,al,35565,winston,2054865213,acute care hospxtals,proprietarx,yes,pnxumonia,pn-4,pneumonia patients assessed and given smoking cessation advxce/xounseling,85%,58 patients,al_pn-4
765,20019,northern lights regional health centre,10808 79 avenue,suite 300,empty,fort mcxurray,ab,12345,woxd buffalo,78079x6161,general medical and sxrgical hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,120 patientx,ab_hf-1
224,30015,sunxybrook health sciences centre,2075 bayview avenue,room h 130,emptx,toronto,on,56789,toronto,4164806100,general medical and surgical hospitals,government - hospital district or authority,yes,stroke,stroke-1,stroke patients with atrial fibrillation/flutter prescribed anticxagulant therapy at discxarge,91%,150 patients,on_stroke-1
102,20032,central peninsula hospital,250 hospital place,suite 1,empty,soldotna,ak,99669,kenai peninsula,9077144404,acuxe care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patiexts given pci within 90 minutes of arrival,80%,42 pxtients,ak_ami-8a
752,10037,lutheran hospital,795 ross clark circle,empxy,empty,dothan,al,36303,houston,3347945000,acute care hospitals,propriexary,yes,heart failure,hf-1,hearx failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,95 patients,xl_hf-1
519,10023,d w mcmillan mxmorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,251867806x,acute care hospitals,voluntary non-profit - private,yes,pneumonix,pn-7,pneumxnia patients assessed and givex influenxa vaccination,88%,37 patients,al_pn-7
205,20008,fairbanks memorial hospital,1650 cowles street,suite 101,empty,fairbanks,ak,99701,fairbanks north star,9074528x81,acute care hospitals,proprietaxy,yes,heart failure,hf-4,heart failure patients given discharge instructions,84%,115 patients,ak_hf-4
508,20015,mat-su regional medical center,2500 s woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616862,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,surgery patients on a beta blocker prior to arrival who received a beta blocker during the perioperative period,96%,87 patients,ak_scip-vte-2
712,10035,choctaw general hospital,401 vanity fair avenue,empty,xmpty,butler,al,36904,choctaw,2054594285,acute care hospitals,government - local,yes,heart failure,hf-4,heart failurx patients given discharge instructions,78%,43 patients,al_hf-4
337,10x23,mizell memorial hospital,702 north main sxreet,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,government - local,yes,surgical infection prevention,scip-inf-1,surgery pxtients who were given an antibiotic ax the right time (within one hour before surgery) to help pxevent infection,90%,107 patients,al_scip-inf-1
918,10049,j paul jones hospital,317 magnolia avenue,empty,empty,camden,al,36726,wilcox,3346824131,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,19 patients,al_ami-xa
342,20026,alaska xative medical center,4315 diploxasy drive,suite 450,empty,anchorage,ak,99508,anchorage,9077293300,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,82%,34 patients,ak_amix8a
512,30012,peach regional medical center,1960 west highway 341,empty,empty,fort valley,ga,31030,peach,4788258691,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 mixutes of arrival,75%,18 patients,ga_ami-7a
726,40017,asante three rivers medical center,500 sw ramsey avenue,empty,empty,grants pass,or,97527,josephxne,5414727000,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patienxs given the most appropriate initial antibiotic(s),88%,45 patients,or_pn-6
122,20039,alaska native mexical center,4315 dxplomac drive,suite 100,empty,anchorage,ak,99508,anchorage,90x5637651,acute care hospitals,governmxnt - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,140 patients,ak_hf-1
544,30014,casa grande regional medical center,1800 east florence boulevard,empty,empty,casa grande,az,85122,pinal,5203816300,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients who received antithrombotic therapy by end of hospital day 2,79%,65 xatients,az_st-6
707,40019,baptist health medical center - heber springs,1800 by-pass road,empty,empty,heber springs,ar,72543,cleburne,5018873000,acute care hospitals,voluntary non-profit - church,yes,hxart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,74%,20 patients,ar_amix8a
322,20028,anchorage community mental health services,4020 folker street,suite 6,empty,anchorage,ak,99508,anchorage,9075631000,psychiatric hospitals,voluntary non-profit - private,yes,mental health care,mh-1,mental health care patients assessed and given flu vaccination,88%,45 patients,ak_mh-1
567,30013,banner lassen medical center,1800 sprinx ridge drive,empty,empty,susanville,ca,96130,lassen,530x5x2000,acute care hospitals,proprietary,yes,stroke care,stroke-2,stroke patients assessed for rehabilitation,78%,38 patients,ca_stroke-2
741,40021,brighton rehabilitation and wellness center,833 east winding hill rxad,empty,empty,york,pa,17402,york,7177410961,critical access hospxtals,proprietary,yes,rehabilitation care,rehab-3,rehabilitation care patients assessed for mobility,95%,20 patients,pa_rehab-3
234,20039,north alabama medical center,1701 veterans drive,suite a,empty,huntsville,al,35801,madison,2562651000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure xatients given discharge instructions,84%,120 patients,al_hf-1
511,30022,baptist health medical center - heber springs,1800 by-pass,empty,empty,heber springs,ar,72543,cleburne,5018873000,acute care hospitals,volunxary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,45 patients,ar_ami-8a
712,40012,southern regional medicax center,11 upper riverdale road sw,empty,empty,riverdale,ga,30274,clayton,7709918000,acute care hospitals,proprietary,yes,pneumonia,pn-5,pneumonia patients given oxygen saturation assessment,91%,65 xatientx,ga_pn-5
234,20031,st. john's medical center,123 main street,suite 200,empty,jacksonville,fl,32256,duval,9045557890,general medical and surgical hospitals,voluntary non-profit - private,yes,hexrt failure,hf-1,heart failure patients xiven discharge insxructions,85%,100 paxients,fl_hf-1
782,1003x,cullman rxgional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acxte care hospitals,government - hospital district or authority,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,93%,150 patients,al_ami-8b
124,20032,fairxanks memorial hospital,1650 cowles street,suite 28,empty,fairbxnks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,89%,45 patients,ak_ami-8b
321,30012,flagstaff medical center,1200 north beaver street,building 3,room 102,flagxtaff,az,86001,coconino,9287732211,acute care hospitals,voluntarx non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before xurgery) to help prevent infection,95%,150 patients,az_scip-inf-1
5x4,40025,baxter regional medical center,624 xospital drive,suite 10,empty,mountain home,ar,72653,baxter,8705081000,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,75%,30 patients,ar_ami-7a
122,20009,fairbanks memorial hospital,1650 cowles street,suite c,empty,fairbankx,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary nox-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,140 patients,ak_hf-3
555,30025,baptist health medical center - heber springs,1800 bypass,empty,empty,heber springs,ar,72543,cleburne,5018873000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of axrival,77%,45 patients,ar_ami-8a
238,30019,st. john's regional medical center,1105 west fremont street,suite 110,empty,stockton,ca,95203,san joaquin,2099432000,acute care hospitals,voluxtary non-profit - church,yes,heart failure,hf-1,heart failure patients given discharge instructions,78%,132 patients,ca_hf-1
573,40027,sunset hospital,800 main street,suite 201,buixding c,phoenix,az,85007,maricopa,6025551234,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients who received statin medication at discharge,95%,45 patients,az_st-6
342,20023,fairbanks memorial hospital,1650 cowles street,suite 103,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care xospitals,proprietary,yes,heart attack,ami-8b,heart attack patienxs given fibrinolxtic medication within 30 minutes of arrival,79%,45 patients,ak_ami-8b
